,tweets_VBN
923,"Shared via https://t.co/nVqspaz3tz: Zika detected in woman's vagina for up to 2 weeks, scientists say"
924,Shared via ABC:  Turbine Sprayers Deployed to Fight Zika Mosquitoes in South Florida
925,"Shared via https://t.co/nVqspaz3tz: Where Zika struck hardest, Brazil moms say more help needed"
926,Shared via BBC: First 'Zika mosquito' eggs found in UK
927,"Shared via CNN: Zika funding falls short but will be well spent, health officials say"
928,"Surveyed schools were concerned about spread of viral diseases including Zika, flu and others"
929,Retweeted Douglas H Millis (@Doughravme):  The tiger mosquito that spreads the Zika Virus is spreading north as a... https://t.co/Z3Us2ebb1G
930,Killed a mosquito while reading this engrossing @FiveThirtyEight piece on mosquito control in the Keys #isntitironic https://t.co/60dRvP3dD8
931,Shared via https://t.co/nVqspaz3tz: 5 Miami Beach sites with Zika-infected mosquitoes identified
932,Retweeted Dr. Glen Barry (@DrGlenBarry):  #ZikaVirus spread logical consequence of sick ecosystems &amp; abrupt... https://t.co/cMOzVw1Yb8
933,Retweeted New Straits Times (@NST_Online):  CDC: 14 more US reports of possible #Zika spread through sex... https://t.co/TOyDeYPxsE
934,Retweeted Aleteia (@AleteiaEN):  Catholic Aid Agency Helping to Reduce Mosquito Population in Zika-Vulnerable... https://t.co/agKl4jFy3J
935,Revealed: How bungling Brazilian regulators fail to understand basics of GM mosquito technology: https://t.co/zykMYEfJjB Incompetent morons.
936,Retweeted China Xinhua News (@XHNews):  China's health authority warns of #Zika virus spread as spring is coming... https://t.co/Rc3EGxI32F
937,Contaminated Mosquitoes Can't Transmit Zika Virus: Research https://t.co/lNnrislv2W
938,Infected Mosquitoes Can't Transmit Zika Virus: Study... #news #NewYork #NYC  https://t.co/1HGAjrL5P2
939,Infected Mosquitoes Can't Transmit Zika Virus: Study - Infecting mosquitoes with a strain of bacteria reduced t... https://t.co/Rx4HH9Tuvl
940,Infected Mosquitoes Can't Transmit Zika Virus: Study: Infecting mosquitoes with a strain of bacteria reduced ... https://t.co/0l3xwglPSc
941,Contaminated Mosquitoes Can't Transmit Zika Virus: Research https://t.co/BfvXPRsFcM
942,Infected Mosquitoes Can't Transmit Zika Virus: Study: Infecting mosquitoes with a strain of bacteria reduced ... https://t.co/SVGHFahuDN
943,"Infected mosquitoes can't transmit Zika virus, study finds: https://t.co/V7UFo0wwQB https://t.co/eOwTiBpwoZ"
944,'Bugged mosquitoes' stop Zika spread https://t.co/FN3bQncvu2
945,"Infected Mosquitoes Can't Transmit Zika Virus, Study Finds: Infecting mosquitoes with a strain of bacteria kn... https://t.co/PVMFuhmqXV"
946,"Infected Mosquitoes Can't Transmit Zika Virus, Study Finds - https://t.co/dgDZN81Kjh https://t.co/FmXpE67P1A"
947,'Bugged mosquitoes' stop Zika spread. A form of counter-terrorism that works⁉️📉😷 https://t.co/dl3uheCtHX
948,'Bugged mosquitoes' stop Zika spread? https://t.co/IhaOqPHzPY
949,'Bugged mosquitoes' stop Zika spread - Read / Discuss at: https://t.co/9x3P1inp1k
950,Retweeted National Geographic (@NatGeo):  Scientists predict #Zika will become part of the new normal for... https://t.co/i2stzcf73l
951,'Bugged mosquitoes' stop Zika spread https://t.co/Ir16qTot4P
952,"Infected Mosquitoes Can't Transmit Zika Virus, Study Finds https://t.co/GOrCMWbBaw #ZikaVirus"
953,Infected Mosquitoes Can't Transmit Zika Virus: Study:    Infecting mosquitoes with a strain of bacteria reduc... https://t.co/ZHMO7f72s1
954,'Bugged mosquitoes' stop Zika spread - BBC News https://t.co/sCnGlACpSb
955,Worried about standing water and #mosquitoes? Get the facts from @TouroNevada Dr. Karen Duus https://t.co/7LmDwtfcpi #ZikaVirus #westnile
956,'Bugged mosquitoes' stop Zika spread https://t.co/YP7aWW6DZS
957,Concerned about the Zika virus? Click this link for ways to keep mosquitos away from your home.... https://t.co/J2Kwzeedrr
958,Unwanted guest at the airport! #zika #mosquito https://t.co/ydqXOZqDB8
959,Explained: What is Zika virus and how does it spread? https://t.co/UHuPK89Kjb
960,Worried about #Zika or mosquito-borne illnesses? Consumer Reports say these are the top insect repellents- https://t.co/aqXLSWJbYx #LowellMA
961,Retweeted The New York Times (@nytimes):  Climate change could allow the mosquito that spreads Zika virus to... https://t.co/zP3SzXkNun
962,Confused abt Zika being an 'epidemic'. Does everyone who's stung by a mosquito develop an illness?#ZikaVirus #Zika  https://t.co/Stv3AYyoqy
963,Killed that mosquito with swift precision. No Zika around here bruh
964,Worried about the ZIKA virus?  Check out this easy and inexpensive way to protect yourself and those close to you. https://t.co/wzBom3AUu2
965,Retweeted NBC Bay Area (@nbcbayarea):  Pope: contraception OK to protect against Zika… 'Avoiding pregnancy is not... https://t.co/3fMgPJvIfl
966,"Sensationalized? Maybe a bit, but legitimate risk: 'Zika May Increase Risk of Mental Illness, Researchers Say' https://t.co/phNy48IG5H"
967,Retweeted Protein Data Bank (@PDBeurope):  A Zika protein/antibody complex @cellhostmicrobe is one of the 161 new... https://t.co/M0REEuT8Ig
968,Discovered two mosquito bites this morning. Currently crossing fingers and toes that they're Zika-free. #Zikasoundsterrifying #usebugspray
969,Worried about the Zika Virus? OSHA has a guide to help protect your workers from exposure  https://t.co/BRlTh8jNNP https://t.co/bqqW2Cadrx
970,Concerned about Zika virus? Watch this video to learn the proper way to apply insect repellent and stay safe from... https://t.co/CsyZSB6IuJ
971,"Retweeted Senate Democrats (@SenateDems):  According to a new report, #ZikaVirus could spread to nearly 50 US... https://t.co/lRHrkT256U"
972,Worried about Zika? These experts say you need to worry about West Nile virus. Texas could see a repeat of 2012...  https://t.co/TPk00JonNe
973,Dreaded Zika virus not found in mosquitoes in Bay Area... https://t.co/bX7CY2OpSP #zikavirus
974,"Retweeted NYT Health (@NYTHealth):  Larvicide, genetically modified mosquitoes and other Zika virus rumors you... https://t.co/ZwNVvBs9V4"
975,Updated - official transcript &amp; resources. What did #PopeFrancis say about #Zika #Contraception. https://t.co/7glyai3xK7
976,Zika by mosquitoes
977,Retweeted Washington Post (@washingtonpost):  Mosquito spreading Zika has long been one of the world's 'most... https://t.co/mQCKqFjVZG
978,Retweeted Teresa Tomeo (@TeresaTomeo):  RT @PiadeSolenni: What did #PopeFrancis say about #Zika &amp; #contraception?... https://t.co/oAS5zc9Fo3
979,Read: @drlouiseivers on #Zika's mosquito carriers &amp; how @pih in #Haiti is preventing infection &amp; treating patients  https://t.co/qWmm2Rc6yG
980,"Given the threat of the Zika virus, Peter Jiang writes that community help is needed in controlling mosquitoes. https://t.co/Ot4hga28Od"
981,Listen to the guidelines @CDC and others mention to protect yourselves from contracting #Zika. CDC &amp; others must win this modern pandemic.
982,Retweeted CDC (@CDCgov):  New video: Steps you can take to protect yourself and your family from #Zika.... https://t.co/EAU6l7f1c0
983,Retweeted Walter + Eliza Hall (@WEHI_research):  Mosquito control the main hope for preventing spread of #zika... https://t.co/gC7yrSA0aG
984,Hosted by MFrazz: This Billboard Traps And Kills Mosquitoes Carrying Zika Virus: An effective method to fight... https://t.co/x03TgA4Z5e
985,Retweeted Unexplained World (@ClassicPict):  Mosquitoes kill more annually than Sharks. #ZikaVirus... https://t.co/KzoADHQ37x
986,'Bugged mosquitoes' stop Zika spread https://t.co/zagJ5GkfGI
987,'Bugged mosquitoes' stop Zika spread https://t.co/xvs3gscDko https://t.co/FLreqkpteK https://t.co/FLreqkpteK
988,'Bugged mosquitoes' stop Zika spread: Infecting mosquitoes with bacteria could help prevent them spreading Zi... https://t.co/sOk2PclGuC
989,'Bugged mosquitoes' stop Zika spread https://t.co/LSrJXOv7Bf
990,'Bugged mosquitoes' stop Zika spread - https://t.co/lZ0knbB6JL https://t.co/OqoiVBPv4O
991,'Bugged mosquitoes' stop Zika spread via @MedSchoolsUK #news https://t.co/PuY1XDsx1U https://t.co/rpyHDKJBXo
992,'Bugged mosquitoes' stop Zika spread - Infecting mosquitoes with bacteria could help prevent them spreading Zik... https://t.co/KJk98atTq8
993,'Bugged mosquitoes' stop Zika spread https://t.co/rSeS5J7gxn
994,'Bugged mosquitoes' stop Zika spread - BBC News https://t.co/Xxf4Vog45L | 'Bugged mosquitoes' stop Zika spread Infecting mosquitoes with b…
995,'Bugged mosquitoes' stop Zika spread in #Uncategorized published on https://t.co/78PrP37wfH https://t.co/TZBsjEjLPv
996,'Bugged mosquitoes' stop Zika spread https://t.co/Mit6XNVNSq #healthnews #medicalresearch | https://t.co/mzOuME5O61
997,'Bugged mosquitoes' stop Zika spread https://t.co/zI99xEwskr https://t.co/cWhjTmjseq https://t.co/vkBGm43zKA
998,'Bugged mosquitoes' stop Zika spread https://t.co/qS1ZZHq5VF https://t.co/EsRgz2C2dZ
999,'Bugged mosquitoes' stop Zika spread: Infecting mosquitoes with bacteria could help prevent them spreading Zi... https://t.co/sGAFrEM9Ym
1000,'Bugged mosquitoes' stop Zika spread
1001,''Bugged mosquitoes' stop Zika spread' https://t.co/nETRADpRWE #HealthNews
1002,'Bugged mosquitoes' stop Zika spread: Infecting mosquitoes with bacteria could help prevent them spreading Zi... https://t.co/xpd7YUgQ4P
1003,'Bugged mosquitoes' stop Zika spread https://t.co/bbnZGDDEUE
1004,"'Bugged mosquitoes' stop Zika spread: Infecting mosquitoes with bacteria could help stop them spreading Zika,... https://t.co/P60iYoZUN7"
1005,'Bugged mosquitoes' stop Zika spread | Short News: https://t.co/ymuDKdPqsA via @YouTube
1006,'Bugged mosquitoes' stop Zika spread https://t.co/rO39J9MIgt
1007,'Bugged mosquitoes' cease Zika unfold - https://t.co/vDbJY9g0G5 https://t.co/jeXmUiGMIF
1008,'Bugged mosquitoes' stop Zika spread: Infecting mosquitoes with bacteria could help prevent them spreading Zi... https://t.co/oS44156YNl
1009,'Bugged mosquitoes' stop Zika spread https://t.co/BzRAwiXDv8
1010,'Bugged mosquitoes' stop Zika spread (https://t.co/WGRXLy9pDO) https://t.co/nCn8fzr1Sx https://t.co/qC1ptqLcPI
1011,'Bugged mosquitoes' stop Zika spread: Infecting mosquitoes with bacteria could help prevent them spreading Zi... https://t.co/lOFdCwnUH0
1012,'Bugged mosquitoes' stop Zika spread https://t.co/ELuHXH41j1
1013,'Bugged mosquitoes' stop Zika spread https://t.co/U61Vv051er #health #news #fitness https://t.co/EtDjed4FhY
1014,'Bugged mosquitoes' stop Zika spread
1015,"'Bugged mosquitoes' stop Zika spread Infecting mosquitoes with bacteria could help prevent them spreading Zika, a … https://t.co/85T2289fnX"
1016,Recycled tires are helping to trap and kill mosquitos carrying #ZikaVirus via @thedailybeast https://t.co/uSsEx0uXbX
1017,'Bugged mosquitoes' stop Zika spread (https://t.co/oLlGmodyFv) https://t.co/40oPdsAueE https://t.co/vqAaJ6mBnM
1018,'Bugged mosquitoes' stop Zika spread: Infecting mosquitoes with bacteria… https://t.co/hBxEBJikiK TheBikiniCalendar
1019,Worried about the Zika virus? Here's an article on the best sprays for you.  #backandbodyworks #backtohealth... https://t.co/ufeKkjmRof
1020,'Bugged mosquitoes' stop Zika spread https://t.co/NSSXxlavkY
1021,'Bugged mosquitoes' stop Zika spread https://t.co/0nApfilf44
1022,'Bugged mosquitoes' close Zika extend ... #magazine #news https://t.co/eMTqcFH0y6 https://t.co/GavzXkK3GJ
1023,'Bugged mosquitoes' stop Zika spread https://t.co/rJAIDnuIrX https://t.co/TAcCVdZ19R
1024,'Bugged mosquitoes' stop #Zika spread - https://t.co/LwEG1BO0Pm
1025,'Bugged mosquitoes' stop Zika spread https://t.co/jPP55XGYlr | https://t.co/SMW0mytGrp https://t.co/7dIVC1V6mC
1026,'Bugged mosquitoes' stop Zika spread - BBC News https://t.co/iIrg89XclB
1027,'Bugged mosquitoes' stop Zika spread -  https://t.co/382wEuEtZA mosquitoes with bacteria could help preve... https://t.co/Nn39z0YVpf
1028,'Bugged mosquitoes' stop Zika spread https://t.co/86iTPSQb1U
1029,'Bugged mosquitoes' stop Zika spread - https://t.co/G3S16VT6wN
1030,'Bugged mosquitoes' stop Zika spread - https://t.co/KBD8Ldv3v7
1031,'Bugged mosquitoes' stop Zika spread https://t.co/LnBgFbCG05 #health | https://t.co/yJIXf1OO92 https://t.co/3yQAnfaIOC
1032,'Bugged mosquitoes' stop Zika spread - https://t.co/JQwWNgZseq
1033,'Bugged mosquitoes' stop Zika spread. https://t.co/qS1ZZHq5VF https://t.co/s8d1qbg7uA
1034,'Bugged mosquitoes' stop Zika spread https://t.co/KRqQhQgvAB
1035,'Bugged mosquitoes' stop Zika spread - https://t.co/fDmHxDKmQu
1036,'Bugged mosquitoes' stop Zika spread. https://t.co/ofEEaj3Gb7
1037,'Bugged mosquitoes' stop Zika spread https://t.co/cUDkC2E5TU https://t.co/WleaBFySEh
1038,'Bugged mosquitoes' stop Zika spread https://t.co/AGHDgK8iw5
1039,'Bugged mosquitoes' stop Zika spread - https://t.co/rgysx4tqwx
1040,'Bugged mosquitoes' stop Zika spread https://t.co/JspZwItEVj via @freelancer254 #news | https://t.co/VoBJTvdzEo https://t.co/4u2I4GnQjO
1041,'Bugged mosquitoes' stop Zika spread https://t.co/Mip129ri7B
1042,'Bugged mosquitoes' stop Zika spread https://t.co/71LbzpLeWe
1043,Transmitted by Aedes aeglypi mosquitoes the Zika virus can be sexually transmitted-new address 3576 Arlington Ave 301-Riv. CA 9516824560
1044,Retweeted United Nations (@UN):  .@IAEAorg is helping Brazil step up the fight against #Zika mosquitoes. See how... https://t.co/IqncxmEJsf
1045,Worried about the #Zika #virus? Learn how to #protect yourself: https://t.co/LJsLlxM4VQ
1046,Predicted Distribution of A. aegypti and  A. albopictus mosquitoes https://t.co/MpgKmDqxwu #ZikaVirus https://t.co/tHMZMD8X4j
1047,Updated story: Officials say Zika case is no cause for panic #LiveOnNews9 FULL STORY: https://t.co/u7TZ8ggdWK https://t.co/ovro30B6c3
1048,Shared via https://t.co/nVqspaz3tz: New batch of Zika-carrying mosquitoes found in Miami Beach
1049,"Shared via Medical News Today: Zika: Could virus spread via contact with sweat, tears?"
1050,"Damned if you do, damned if you don't! Blasted mosquitoes! 😏 https://t.co/lcRxLYMZB1"
1051,Shared via BBC: First 'Zika mosquito' eggs found in UK
1052,Naled proven ineffective in reducing population of Zika carrying mosquitos. https://t.co/g9Q1nYzyx5
1053,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12WOLR"
1054,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
1055,Retweeted Science News (@ScienceNews):  First case of woman-to-man spread of Zika via sex reported:... https://t.co/AgzZRntfEb
1056,"Disappointed that #SenateDems have done nothing to protect Americans from the threat of #Zika, while fighting a House bill to do just that."
1057,"Posted from #HealthNow - Latin America #Zika Outbreak Should 'Burn Out' Within 3 Years, Scientists Say. https://t.co/7xSG3vKoJy"
1058,Updated: Woman found to spread Zika through sex for 1st time #NewMexico https://t.co/Q3vBF9vVul
1059,Disappointed that Congress failed to fund efforts to combat #Zika. A missed opportunity to protect women &amp; babies https://t.co/JqwCXJS34W
1060,Increased efforts to control mosquitoes as more travel-related cases #Zika emerge in FL https://t.co/VVBP0qi2ZR https://t.co/kDFpYC14gZ
1061,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12WOLR"
1062,"Updated Zika virus numbers in NY state, Health officials say stay away from places with local transm: Year to... https://t.co/MfGxvsHYGW"
1063,Retweeted PLOS Blogs (@PLOSBlogs):  Eradicating mosquitoes carrying #Zika &amp; #malaria could potentially save... https://t.co/4j4opHPXav
1064,Retweeted Entomology Society (@EntsocAmerica):  Wolbachia Bacteria Prevents Mosquitoes from Transmitting #Zika... https://t.co/wzlDK4htUs
1065,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/SCGNFczGpg
1066,"Retweeted CWA LAC (@CWforA):  #Dems block #Zika funding, prioritizing #PlannedParenthood over protecting women... https://t.co/rKSWqwdhzV"
1067,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
1068,Worried About Zika? These 12 Plants Naturally Repel Mosquitos https://t.co/vZA4Fy3ovy https://t.co/SzctZLTJzu
1069,"Projected #spread of #Zika virus in the #Americas (BioRxIV, abstract) https://t.co/F7GNtna2Yk"
1070,"Projected #spread of #Zika virus in the #Americas (BioRxIV, abstract) https://t.co/WQWbfnVHLC on @bloglovin"
1071,Projected spread of Zika virus in the Americas https://t.co/T058vw7NMk
1072,Retweeted CNN Breaking News (@cnnbrk):  First cases of Zika virus transmitted by mosquitoes in the continental... https://t.co/72HwtPxX7X
1073,Retweeted The Associated Press (@AP):  BREAKING: Governor says Florida could have 1st cases of Zika contracted from local mosquitoes.
