,tweets_VB
1127,Grab Your Bug Repellant: Zika Virus Poses Serious Health Threat https://t.co/r7D4IZOyt2 https://t.co/UQdi8Jh5hE
1128,Welcome to Zika Bobby Blog: Protests and cheating claims at Mr Ugly contest https://t.co/OI3F6b1T6c
1129,Take just 2 teaspoons of bio-mineral water and your entire body is protected.  #RepelZika #Zika #ZikaVirus https://t.co/enxxQ1LJ2T
1130,Wonder how the Zika mosquitoes shall survive this winter in the labs with their owners? https://t.co/JRbsS8CCrp
1131,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
1132,Learn what you can do to protect yourself and others from #Zika: https://t.co/MBbzX80R6E #ZikaVirus https://t.co/6gXeZgl2Sh
1133,Give #RyanLochte  credit for one thing. A Zika-carrying mosquito bit him and died an hour later from alcohol poisoning.
1134,Learn how to control mosquitoes and Zika with GIS https://t.co/PVe5JifNwm #URISA #IAAO #RICS
1135,Check out The Girl on the Moon Project : Zika Protection Hats &amp; Veils! by Candace Franz-wojcik on @Kickstarter https://t.co/0dPDDRBQM0
1136,See Aug 21 2016 @Reuters story: Health Official Warns #Zika Could Spread Across U.S. Gulf | https://t.co/fqxJQXEyPz
1137,Wonder if this repels #Zika mosquitos? https://t.co/yGQ1FZ91ti
1138,"Get the word out, get rid of those mosquitoes!  #ZikaVirus https://t.co/6uvqkzbRcw"
1139,"Keep safe from Zika. @DrDarria 's method: Reduce (wear long clothes), Repel (bug spray), Rinse (wash off inside), &amp; Remove (pooled water)"
1140,Do you know the 4-Ds to help protect yourself and others from #Zika infection? Learn them: https://t.co/QgjlaLg28B https://t.co/YxYEV5u0iW
1141,"Hear what Dr. Aaron Elkin, MSOM '91, and Dr. Karla Maguire, UM assistant professor, have to say about Zika:    https://t.co/5H1uPP0kzu"
1142,Learn how to reduce the mosquito population in your neighborhood! #Zika https://t.co/npKt4rVkLc
1143,Protect yourself from Zika https://t.co/7b2CSKwmT9
1144,yo what the fuck is happening???? mad parts of manhattan were sprayed for the zika virus and nobody knew???? WHAT THE HELL
1145,😑 All that damn poison ivy out there &amp; Zika mosquitos
1146,Find out how to protect yourself against Zika https://t.co/jTwKaTBOCq #ZikaVirus #usedeet #mosquitocontrol #zikainnorthtexas
1147,FOLLOW THE MONEY: Who benefits from a Zika outbreak and the mass chemical spraying of Americans  Learn more: https://t.co/iyGVlpFkA6
1148,Spread the word to prevent children from blindness #zika #outbreak #news #urgent #prevention https://t.co/ihBSxKD1u9 https://t.co/Oiq5CbkYW7
1149,Check out what https://t.co/UktHX4HQ4N has to say about the #Fantastico Zica: https://t.co/UKIJ6M9rhd https://t.co/eqmOusOh7U
1150,"Guess what?!? Other than the dengue, Zika virus issues, the expats say that they still eat dogs in Vietnam!!?? #CrueltyFree please?! 😢🐶😱😭"
1151,Check this out.. Zika Mosquitoes made #7 https://t.co/3ftQhOFo2O https://t.co/6fbImuvGEO
1152,Check this out Zika Mosquitoes made it to number 7! https://t.co/bwLPDvXxm3
1153,Let's have VW pay to fight Zika ... #RedEye
1154,'See the Zika Mosquito Killer Billboard' by @vpl67 on @LinkedIn https://t.co/1VJqhcJDDk
1155,"Spray the public for.. West Nile..  ZiKA... It may be coming..   Anytime Mosquito spraying is suggested, and executed,  the Public suffers.."
1156,Learn how to protect yourself from mosquito bites. For more information: https://t.co/lzbSxTvJ2H #ReadyPANYNJ #Zika https://t.co/BKQ6RvxOdK
1157,"Break out the bug spray Millburn, #Zika's in N.J. https://t.co/2TSqL3kaDf https://t.co/rTe7VML47o"
1158,Let the Mosquito Masters help you prepare for mosquitoes that carry #Zika. https://t.co/Dv8FnnNF1y
1159,"Break out the bug spray Millburn, Zika's in N.J. - https://t.co/OCMhMcm4az https://t.co/rGWi98RBdI"
1160,"Have a safe and healthy spring break, protect your family from Zika. https://t.co/boJ65DNLMl"
1161,Let's ask Brazil @rosevine3 @FarmFairyCrafts how it went there. #ZikaVirus #GMO mosquito
1162,Prepare your home for mosquitoes @styletrap1 #zika #westnile #momlife #childfriendly #MosquitoControl #green #organic
1163,'Save the Mosquitos' https://t.co/5jsyn0gOFn https://t.co/OWG6yCX3yW
1164,Keep that zika fever shit away from me...i'm not even finna play with these nasty ass mosquitoes 😷
1165,@ESMMorningShow'@CBSNews: Mosquito hunters getting ready for possible Zika virus appearance in Houston https://t.co/x3z1fouIKA'
1166,Protect Yourself Against the Zika Virus with Homemade Essential Oil Mosquito Spray #sovereignmind https://t.co/oSnqgLAElD
1167,Check out latest #travelhealth mosquito #biteprevention products https://t.co/cov8vVOKrB #malaria #dengue #zika #encephalitis #westnilefever
1168,Learn about the recommended insect repellents to fight #Zika &amp; other mosquito-borne illnesses from @JGPharmD https://t.co/Fxckz3KaVI
1169,Prevent the spread of #Zika – keep using insect repellent when you get back to campus. #SB2k16
1170,"Find out latest update on #ZikaVirus, including the use of genetically modified mosquitoes. https://t.co/6pSBL9BYN2 https://t.co/kExz9tjdcR"
1171,Prevent the spread of #Zika – keep using insect repellent when you get back to campus. #SB2k16
1172,Spread the word and tweet this! #Zika and #HIV: Connecting the #Science. New #IASONEVOICE story explains: https://t.co/23Y58Uc8Qu
1173,Watch this @WHO video on #ZikaVirus prevention through mosquito control https://t.co/JTQfvp2ybq
1174,Let's build a world where every child can grow up healthy and protected from harm #thisability #ZikaVirus v/@unicef https://t.co/bKZlKRBZsd
1175,See graphic on protection from Zika mosquito https://t.co/nsySLm2C9K
1176,Learn the history of one of the world's most effective killers of all time: #Mosquitoes https://t.co/vBPURozcQN https://t.co/pgpNyL5sNK
1177,Watch out $XON shorts!  FDA and @WHO looking at it's tech to fight #Zika!  $SPY $QQQ $IBB $XBI https://t.co/9ENuR9ocBT
1178,"check out The Zika virus, transmitted by mosquitoes, is spreading… https://t.co/nI5BTUw7an"
1179,Watch how search interest in #ZikaVirus spread globally       #zika @WHO https://t.co/5TILrgt5Bl https://t.co/aeqqHU941J
1180,Check this out - Google to help map Zika's spread https://t.co/ZubJ4proCC #business #finance #news
1181,Check out the Chilean research on detergent repellant on Zika virus Can an Organic Detergent Contain the Zika Virus? https://t.co/AOxgQEXPxk
1182,"'Protect yourself from mosquito bites &amp; stay up-to-date on all things #Zika at https://t.co/opUT5xERhY.' - Dr. Schuchat, @CDCGov #AnswerTime"
1183,Do you know about the #GM mosquitoes that c'd be used to fight #ZikaVirus in the #US? https://t.co/1Dh3dH3cSX @fao @Floramujaasi @WHO
1184,Be sure to check out #Elecdata solutions for #mosquito abatement https://t.co/Mm56r2Kb8p  #ZikaVirus https://t.co/ARQpYDnywP
1185,Get the lies about GMO Mosquitos and Zika and how it will be so much better with GMO species wiping out humanity https://t.co/n47pnGkadI
1186,Do you know what mosquitoes carry Zika?? #science https://t.co/2f4y0gAP0a https://t.co/ySKhXiun5A
1187,Call 585-621-0862 to add #Mosquito Magician to your sprinkler system for automated #bug #protection. #ROC #ZIka https://t.co/eZQ7CSizEg
1188,"Take steps to avoid mosquito bites to prevent #Zika &amp; other diseases, both in AZ, &amp; when traveling outside the U.S. https://t.co/Gy3lA2sGyL"
1189,Protect yourself from the Zika virus and raise funds for your group or organization with an Avon Bug Guard... https://t.co/DnB6oLGuEK
1190,Protect Yourself Against Zika Virus During Spring Travel https://t.co/qv1HHnOzzG https://t.co/BGWE7Dg3n6
1191,See how Elmo has joined the fight to end the spread of #Zika- https://t.co/nofW7YmSd3 #LawrenceMA #Moms #Dads
1192,Check out this new mosquito trap that could help in the fight against Zika https://t.co/ua847Ye2X6 https://t.co/mTQLfy38FJ
1193,Stop the use of GMO mosquitoes to get r9d of ZIKA. There are safer and better ways to deal with this.TSCF
1194,Learn about the Zika virus and how to prevent mosquitoes on your property: https://t.co/iQ6vnWO7Xu https://t.co/jESwgspOWE @rocklandgov
1195,Check out a new Zika course on TRAIN today 'Protecting the Public from Mosquito-borne Illnesses: The Zika Challenge' https://t.co/F3zs461M8s
1196,Be sure to wear insect repellant this summer.  Protect yourself from the #ZikaVirus! @HCPHES
1197,Protect Yourself from The Zika and Other Viruses with Mosquito Control https://t.co/TotBkOCmdg https://t.co/Nnf0ugTpr6
1198,Find out what mosquito repellents best protect you from #Zika virus! https://t.co/axANud3M0a
1199,Do you know that @icann is considering relocating #KeepICANN57inPR because ZIKA? It happened to Panama? Say NO! @pr_itcluster @fortalezapr
1200,Do you know that @icann is considering relocating #KeepICANN57inPR because ZIKA? It happened to Panama? Say NO! @pr_itcluster @fortalezapr
1201,Prioritize  on eradicating the carrier Aedes mosquitoes to extinction! https://t.co/r33yJ8dD0O
1202,"rt The Spread Of The Zika Virus, Part 2 [Infographic]: Evidence has suggested that the Zika virus might be lin... https://t.co/IyBUv3pg4w"
1203,Learn the facts about the Zika virus and how to protect yourself against it.  Read more: https://t.co/80u8RZvnSV https://t.co/joem3Nrzay
1204,Protect your health during the @Olympics #Rio2016 Check out CDC's new travel notice to learn how: https://t.co/7Lb3ME8dJx #Zika #travel
1205,Check out #USAPHC's new #Zikavirus handout to learn how to prevent mosquito bites: https://t.co/gk8KLwGW78 https://t.co/jVRGny2PyA
1206,"Call for 'Multi-Pronged Approach' to Fight #Zika @GlobalDataHlth -mosquitoes, diagnosis key-vaccine could take years https://t.co/IU0haUgHBe"
1207,Protect yourself and your family from exposure to Zika and all mosquito-borne illnesses. https://t.co/11GCWTxS7r https://t.co/S82pD0Ajek
1208,Protect yourself from the #ZikaVirus by using award winning incognito insect repellent and covering up https://t.co/8YB9mCCeuu
1209,Let's help @NJDOH spread the word about the #ZapZika campaign #publichealth #prevention #zika #poisonhelp #HealthyNJ https://t.co/2N9tlTzfFh
1210,@SusanMaylone mosquitos. Zika. Close to tropics. Cruise ships. THINK.
1211,Learn about how removing standing water can help prevent the spread of #Zika. https://t.co/E8xez21afd https://t.co/h9QF1rr05h
1212,Please correct this headline to read 'unprotected' sex. #Zika  https://t.co/Q19q5zgeLG
1213,"'If a man has #ZikaVirus or symptoms, he should wait 6 months from before having unprotected sex' @CDCGlobal https://t.co/8Y3TvqhfO2"
1214,Know Your Enemy: The mosquitoes that cause Zika and why they're so hard to stop: https://t.co/wpDBmzgjFm https://t.co/peN7F3OVnC
1215,Protect Yourself Against The #Zika #Virus https://t.co/5ASvhlwLSU. #pregnancy
1216,Want to stop mosquitoes from breeding in your backyard this summer? Use these tips ➡️ https://t.co/3kgHZL97QF #Zika https://t.co/lzieAMd2bS
1217,See how global warming is expanding the geographical range of mosquitoes carrying the Zika virus https://t.co/SPhJgdi2q8
1218,Protect your customers from the Zika virus with these Hudson foggers  https://t.co/TI2TTaShQL #Zika #KillMosquitoes https://t.co/3rQehxkewS
1219,Protect yourself from Zika this mosquito season. https://t.co/FRQDy4HDf2 https://t.co/qkXmXeKMQT
1220,Check out NBS and @Posterscope_br incredible billboard which attracts and kills zika-spreading mosquitos #zika #OOH https://t.co/cdB0gyrO9w
1221,Check out NBS and Posterscope_br incredible billboard which attracts and kills zika-spreading mosquitos #zika #OOH https://t.co/0qVWbPQC3F
1222,Let's Kill All the Mosquitoes L: https://t.co/bKgsS4jICK C: https://t.co/QDtVcJNKwi
1223,Let's Kill All the Mosquitoes https://t.co/p7UDxJJxaM (cmts https://t.co/zVWTzFxI8F)
1224,Let's Kill All the Mosquitoes: https://t.co/HjZxCMeT6H Comments: https://t.co/0nedzyJSIG
1225,Let's Kill All the Mosquitoes https://t.co/usvAiE3OYt
1226,Let's Kill All the Mosquitoes https://t.co/iD4fGsUhtN (https://t.co/WeBgeFDa50)
1227,Let's Kill All the Mosquitoes https://t.co/vpeLxrPPvo
1228,Let's Kill All the Mosquitoes (39 points on Hacker News): https://t.co/NfPyFhEdna
1229,Let's Kill All the Mosquitoes https://t.co/HXd7WycPCV
1230,Let's Kill All the Mosquitoes https://t.co/uiPA1pmD8B #tech
1231,"Protect yourself from mosquito bites at home and while traveling. For more info, head to https://t.co/lzbSxTNjUf https://t.co/VIc2Cti3iP"
1232,Let's Kill All the Mosquitoes https://t.co/xDkxhIX8F5
1233,Let's Kill All the Mosquitoes https://t.co/5mTGFt7iNS Comments URL: https://t.co/x2V7sH4uzn
1234,Let's Kill All the Mosquitoes https://t.co/HgLEh82xJ0
1235,"Protect yourself from #Dengue,#Chikungunya &amp; #mosquito bites https://t.co/8YB9mCCeuu It's not just about #Zika!"
1236,Get your spray ready! Mosquito forecast: Wet spring could fuel bug boom and Zika cases https://t.co/AO8vLMfiq4 via @usatoday
1237,@ESMMorningShow'@ABC: Genetically modified mosquito study in Florida designed to halt spread of Zika sparks debate https://t.co/AbYAdOpNLE'
1238,Let's Kill All the Mosquitoes https://t.co/Akpczztbfx (https://t.co/YB8fF78V0S)
1239,Protect your family this summer by calling #HomeShieldXP #ZikaVirus  #NotOnOurWatch  https://t.co/fWI9TjL4c0
1240,Let's Kill All the Mosquitoes (https://t.co/sb5Zh0pqHa) https://t.co/tqwhKHwDTS
1241,See where the Zika virus has spread in the Western Hemisphere... https://t.co/1BioZobdma #zikavirus
1242,Learn how to stop the Zika virus: https://t.co/klXydgYYUj #zika #stopzika #mosquitoes #aedesaegypti #climatechange https://t.co/1hfdwYIR28
1243,See where the Zika virus has spread in the Western Hemisphere... https://t.co/Dd5Q9LoVN5 #Zikavirus
1244,See where the #Zikavirus has spread in the Western Hemisphere... #Zikavirus https://t.co/QYZ6Fo7XEk
1245,Protect yourself and your loved ones from the Zika virus  with a Natural Mosquito Repellent:… https://t.co/waM0qKlprV
1246,Be on the alert as the Zika virus seems to be getting wide spread. Clean up your surroundings. #FightZika #CleanUp https://t.co/0PjOer1D3I
1247,Protect yourself from #Zika by wearing light colors. Mosquitoes are attracted to dark fabrics. @CNTraveler https://t.co/KBzbONGZZp
1248,Protect yourself from itchy bites and dangerous diseases like #Zika - without harsh chemicals https://t.co/yUdrrssyc6
1249,See where the Zika virus has spread in the Western Hemisphere... https://t.co/FSFsnPZa3c #zikavirus
1250,Protect yourself and your family from mosquitoes that spread viruses like Zika this summer. https://t.co/CGevjVcrKv
1251,Reduce your risk of becoming infected with mosquito-borne viruses such as West Nile and Zika. https://t.co/0Xl5q6zEtz
1252,See where the Zika virus has spread in the Western Hemisphere... https://t.co/QCT4WTNJJq #zikavirus
1253,See where the #Zikavirus has spread in the Western Hemisphere... #Zikavirus https://t.co/LAW3sZHcN5
1254,"check this out Zika: Coming To America Through Mosquitoes, Travel, and Sex: The virus you likely ne... https://t.co/8BX0wnEEXs #TRAVELBUG"
1255,SAY WHAT??? USA National Emergency Not approved Yet??? #Congress must approve funds to fight #Zika #VIRUS https://t.co/AY3ivpVGBU
1256,@cityofwinnipeg  time to spray yet??? Manitoba confirms first two cases of Zika virus https://t.co/25FRcS2ft9
1257,@Ossmeteobargone Spraying pesticides to diminish Zika WITH more chemicals at https://t.co/v3L7hVkR5i https://t.co/ikHgwMNVm0
1258,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
