,tweets_VBN
1218,Please remember to pack and use some bug repellent that contains DEET. This will help protect you from the Zika Virus.
1219,Retweeted WHO (@WHO):  Women who hv had unprotected sex &amp; may be infected w/ #ZikaVirus shld hv access to... https://t.co/ASMbpb2lOx
1220,"Protect yourself from mosquito bites if you’re travelling to an area w/ #ZikaVirus, https://t.co/74nyzZQQ80 @CDCofBC #HealthLinkBC"
1221,See how researchers are building a 'better' mosquito in Brazil | The World https://t.co/zqVVvlyPJS A new weapon in fight against #Zikavirus
1222,Retweeted Seattle Post (@Seattle_Post):  Puerto Rico braces for wave of mosquito-borne Zika virus  #local
1223,Protect Yourself From Zika While In Temporary Housing In San Antonio: If you have been paying attention to the... https://t.co/LVywsmWt5g
1224,Read how our partners working w/ women to access #SRHR to protect themselves from #ZikaVirus https://t.co/9jS6e0hCCC https://t.co/XsZod04qbW
1225,Dreaded Zika virus not found in mosquitoes in Bay Area... https://t.co/ZrUhwZayXF #Zikavirus
1226,Dreaded Zika virus not found in mosquitoes in Bay Area... #Zikavirus https://t.co/xExUSpi1zr
1227,Dreaded Zika virus not found in mosquitoes in Bay...AU Channel via @amandsst #zikavirus https://t.co/Cfou1t9jIW https://t.co/XxqxzR48wE
1228,Protect yourself from #mosquitoes. #Zika   https://t.co/KhbcMlNkfT https://t.co/BIzbidGCST
1229,"Learn how to protect yourself, your family, and your community from #Zika in this new video. https://t.co/pCKG4GIvCX"
1230,"Check out Anti Mosquito-Mosquito Repellent. Answer to Zika virus, Dengue, Malaria and Yellow fever with an app?  https://t.co/rlOI7twN5a"
1231,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: MIAMI (AP) — What are you more afraid of,... https://t.co/Yk1KOfD0UQ #seattle"
1232,"'Tell the FDA What You Fear More: Zika, or GMO Mosquitoes?' by THE ASSOCIATED PRESS via NYT https://t.co/49B4bwVPaE"
1233,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/gsBvuFJVwh"
1234,"Tell the fda what you alarm more: zika, or gmo mosquitoes? . #apple #google #news https://t.co/11T9w82HxN https://t.co/9YYKnpbbSr"
1235,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: MIAMI (AP) — What are you more afraid of, the Zika... https://t.co/qHJgQFKOB6"
1236,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? - ABC News: Tell the FDA What You Fear More: Zika, ... https://t.co/hL7kHpsb4c"
1237,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes?: The public has until midnight Friday to weigh in o... https://t.co/jAfHIZCjll"
1238,"Inform the FDA what you worry extra: Zika, or GMO mosquitoes? https://t.co/cdZOJdQQ9j https://t.co/KwA8yHSTMk"
1239,See which parts of #Queens will be sprayed this week to reduce the Zika virus threat https://t.co/nkjLnLM6Jr https://t.co/wLHyYXYpXi
1240,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? - https://t.co/NYiCgbFbjy #winknews"
1241,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? MIAMI        (AP) -- What are you more afraid of, the Zi… https://t.co/6yNjZyQpTq"
1242,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: What are you more afraid of, the Zik... https://t.co/kAajeMy3dj #SouthFlorida"
1243,"Inform the FDA What You Worry Extra: Zika, or GMO Mosquitoes? https://t.co/saMGNmBNBf"
1244,"Tell the #FDA what you fear more: #Zika, or #GMO mosquitoes? https://t.co/u5kk9cOu3c https://t.co/Ryo3ws2njv"
1245,"Tell the FDA what you #fear more: Zika, #or GMO mosquitoes - May 12 @ 11:35 AM ET  https://t.co/LOSKoKPqLt"
1246,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? #Facebook #android #app go to https://t.co/NrXa2OIzfS"
1247,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? (https://t.co/Mdz1gsGMqx) https://t.co/PrqkSPl0PE"
1248,"Inform the FDA what you worry extra: Zika, or GMO mosquitoes? https://t.co/05H3emsO1i"
1249,Tell the FDA what you fear more: Zika or GMO mosquitoes https://t.co/OPr2S8kfYW https://t.co/92BWIcddKD
1250,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? - The Seattle Times https://t.co/0fVZfApHjH #zikavirus #zikv"
1251,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? #Memphis https://t.co/rlQbJYIgC0 https://t.co/trR7ZsexuV"
1252,"'Tell the FDA What You Fear More: Zika, or GMO Mosquitoes?' by THE ASSOCIATED PRESS via NYT https://t.co/FJT0mG3Mk4"
1253,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? #Honolulu https://t.co/FicTvlrHTz"
1254,Protect yourself against Zika Virus with natural repellent ideas https://t.co/2AXMdlZeWz #MUIPR #MUIDailynews
1255,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: What are you more afraid of, the… https://t.co/veyVzeGdj7 https://t.co/Sa8htd3FKM"
1256,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? - The public has until midnight Friday to weigh in on... https://t.co/rfs1uC8K9l"
1257,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? - https://t.co/4n2D35GPBZ"
1258,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? - ABC News https://t.co/Sz0CtGx9YH"
1259,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/A7AdCwDdZK https://t.co/tNXjm12IKz"
1260,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?"
1261,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: MIAMI        (AP) -- What are you more afraid of, ... https://t.co/PsHYeqQwtP"
1262,"Inform the FDA what you worry extra: Zika, or GMO mosquitoes? https://t.co/WtP5xCfl0g"
1263,"Retweeted WHO (@WHO):  While mosquitoes are the primary vectors, a person infected w/ #ZikaVirus can also... https://t.co/D2msYLVrfR"
1264,"'Tell the FDA What You Fear More: Zika, or GMO Mosquitoes?' https://t.co/9XzF85SBIH #agentenaoquersocomida"
1265,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: MIAMI        (AP) -- What are you more afraid of, ... https://t.co/S8G1Jweorf"
1266,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? #zika https://t.co/cfotpP0jgJ"
1267,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? - ABC News: Tell the FDA What You Fear More: Zika, ... https://t.co/xZWlXxYQvn"
1268,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes?: And some say they distrust GMO foods but still con... https://t.co/GUfN7iU2Hi"
1269,"Let's hope Oxitec has better luck w. its bio engineered mosquito than UF  had with its pesky love bug. What could go wrong? Zika, West Nile"
1270,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: 'Having contracted dengue here in the Keys, I know... https://t.co/e1azcHK3E0"
1271,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/2AOvH4WsA4"
1272,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? (https://t.co/EdAhFyPLpc) https://t.co/eNzzX5nkQb https://t.co/hq3V7jDgEi"
1273,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? via @myvanefycala https://t.co/bPmA38Dfzz"
1274,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: The U.S. Food and Drug Administration is consideri... https://t.co/YfiFA1Thai"
1275,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? #Science https://t.co/Ru4AMySKmA"
1276,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? - https://t.co/1xBQURJ6MT https://t.co/7Ld6cbzN29 #zikavirus #zikv"
1277,Check out my story and @shanedunlap's vid on how you can reduce mosquito population + Zika threat in York/Adams https://t.co/RRLPx1hWoY
1278,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? #Seattle https://t.co/UMXWg3oMVi"
1279,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/JesPPfC8Y6"
1280,"Tell the FDA what you fear more: #Zika, or GMO mosquitoes? https://t.co/6AlwXcTC5k https://t.co/dMgHCgmEgA"
1281,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/jTqOIEIOmm From NBC10 #Lansing #Jackson"
1282,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: What are you more afraid of, the Zika virus, or a ... https://t.co/buu3cmrfuB"
1283,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: MIAMI (AP) — What are you more afraid of, the Zika... https://t.co/wGKK580ETA"
1284,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? - ABC News - https://t.co/DPz4MH7UAH via @ABC"
1285,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/VowxgK3sgR https://t.co/HGbcnFYaIq"
1286,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes?: The public has until midnight Friday to weigh in on a plan to release gene..."
1287,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: What are you more afraid of, the Zika virus, or ge... https://t.co/2HM1uTKIs8"
1288,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: MIAMI (AP) — What are you ... https://t.co/jCVDMZLHnL https://t.co/pcQFX7vAGc"
1289,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/QERH8xOOlz"
1290,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? (from @AP) https://t.co/3rPHIrAril"
1291,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes?: The public has until midnight Friday to weigh in o... https://t.co/DdnCHEkU6d"
1292,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: MIAMI (AP) -- What are you more afraid… https://t.co/4mY6bgS60b @NewsSyndicator"
1293,Tell the @US_FDA that #zika (&amp; #dengue &amp; #chikungunya) are bigger threats than modified mosquitos. https://t.co/58XCJM60Ms
1294,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/hPC5SjGWWG"
1295,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: MIAMI        (AP) -- What are you more a... https://t.co/yoZT56XAoR (AP) #RSS"
1296,Protect yourself against the #ZikaVirus with natural botanicials &amp; essential oils:  https://t.co/4fges17L8p https://t.co/CIJczo0a3v
1297,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/mUTpOcf6aw"
1298,See which parts of Queens will be sprayed this week to reduce the Zika virus threat  https://t.co/YovmRy7uMy
1299,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? #WorldNews https://t.co/232CtGrsvi"
1300,"Get the Facts about the Zika Virus and Mosquito Control: UNION COUNTY, NJ - The Union County Board of Chosen… https://t.co/LXKblTE1zy"
1301,Get the Facts about the Zika Virus and Mosquito Control https://t.co/293QArpvER https://t.co/5xjX42jy0W
1302,Take proper precautions! Zika 'Very Likely' to Spread From Mosquitoes to Humans in the US - ABC News - https://t.co/ZaOb01xX29 via @ABC
1303,"Stop the mosquito, stop the disease. Sounds like a plan. @Oxitec @Intrexon @cdcgov @US_FDA @FDAanimalhealth #zika https://t.co/1p6BXGIgfI"
1304,"'Bugged mosquitoes' stop Zika spread  Infecting mosquitoes with bacteria could help prevent them spreading Zika, a Brazilian study suggest"
1305,'Bugged mosquitoes' stop #Zika spread. #Virus #Virology #Wolbachia https://t.co/IlcqpEetVC
1306,Want a Zika-Free Caribbean Vacation? - Grand Cayman Chooses GMO Mosquitoes:  The Zika virus that is spread th... https://t.co/ElluozuzcH
1307,Protect yourself from the Zika Virus with the 3 D's. https://t.co/BvPdd1mxY4 https://t.co/oJ991u8ZTV
1308,Want a Zika-Free Vacation? Cayman Chooses GMO Mosquitoes //reason.com/blog/2016/05/06/want-a-zika-free-caribbean-vacation-gran via @reason
1309,'Want a Zika-Free Caribbean Vacation? - Grand Cayman Chooses GMO Mosquitoes' https://t.co/XOqqyPnw8A
1310,Want a Zika-Free Caribbean Vacation? - Grand Cayman Chooses GMO Mosquitoes https://t.co/PUcIDz2BwH
1311,'Bugged mosquitoes' stop Zika spread https://t.co/3raDl1sIgL
1312,"Check out this hackathon on Wrangler of mosquito borne virus infections, timely as we face #ZikaVirus.  https://t.co/9MDXA7Ivx0"
1313,Retweeted Turlock Mosquito (@Turlock_MAD):  Stanislaus County’s mosquito abatement districts watch for Zika virus... https://t.co/gFHmolN1pA
1314,Learn the dangers of #ZikaVirus (&amp; how you can protect yourself) in my interview w/ @WESH: https://t.co/37vx0fQjKh https://t.co/dmTfxaMyQc
1315,Want a Zika-Free Caribbean Vacation? Grand Cayman Chooses GMO Mosquitoes - Reason (blog) https://t.co/AnYB17L0oy
1316,Want a #Zika-Free Caribbean Vacation? Grand Cayman Chooses #GMO Mosquitoes  https://t.co/Od3PrDmD73
1317,Want a Zika-Free Caribbean Vacation? Grand Cayman Chooses GMO Mosquitoes - Reason (blog) https://t.co/VXH8shw85Y
1318,'Bugged mosquitoes' stop Zika spread https://t.co/9m46q9f29E | #Healthcare at declara https://t.co/9RfLr7FuCf
1319,Want a Zika-Free Caribbean Vacation? Grand Cayman Chooses #GMO Mosquitoes @GMWatch  https://t.co/Tnz04hG9MZ
1320,Read on to see how #SWFL is prepping to prevent mosquitoes and the #Zikavirus: https://t.co/z4XmlShCYK via @TheNewsPress
1321,Want a Zika-Free Caribbean Vacation? - Grand Cayman Chooses GMO Mosquitoes... https://t.co/0yzr32pBXf
1322,'Bugged mosquitoes' stop Zika spread https://t.co/hOdRX5aHKc
1323,Want a Zika-Free Caribbean Vacation? - Grand Cayman Chooses GMO Mosquitoes - H... https://t.co/FwUWGOktnX via @christoferguson
1324,Want a Zika-Free Caribbean Vacation? Grand Cayman Chooses GMO Mosquitoes - Hit &amp; Run : https://t.co/bdTEN38q6W https://t.co/gQzlQZ0yru
1325,Protect yourself from #Zika  https://t.co/CPIVU7HTko
1326,'Bugged mosquitoes' stop Zika spread https://t.co/0ri76RHR7U
1327,@AandGShow Apparently the Zika Mosquito is attracted to butt-ugly women. https://t.co/JkmUNp4CqD
1328,Learn how to protect yourself from #Zika from @sesamestreet. https://t.co/Pm4Cr5rOz9 #fightthebite
1329,Call @nyc311 to report sites like this – they’re a perfect breeding ground for mosquitoes: https://t.co/zE3yntAOtD https://t.co/VerGOlBZpJ
1330,Learn how to protect your family from #ZikaVirus. Free talk 7:30p 5/9 @rocRMSC https://t.co/jI4aKhqK8c #ROC #health https://t.co/d78RvPBewG
1331,Parked in the shade waiting for my boss to call and my truck is being swarmed by mosquitos. It's like the Zika version of Cujo.
1332,"Tell the FDA what you fear more: #Zika, or #GMO mosquitoes? (from @AP) https://t.co/Eex0Heit57"
1333,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: The biotech firm Oxitec plans to release non-bitin... https://t.co/1n5oUat95k"
1334,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? - U.S. News &amp; World Report https://t.co/ccirX8RVUE"
1335,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? https://t.co/bBHgxE668o"
1336,Counted 18 mosquito bites so bringing Zika home😊
1337,"Tell the FDA what you fear more: Zika, or genetically modified mosquitoes? (from @AP's @jnkay) https://t.co/lOaZ5jwWyg"
1338,"Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? via @dimitriarchiba1 https://t.co/qLFCO7butR"
1339,"'Tell the FDA what you fear more: Zika, or GMO mosquitoes?:' https://t.co/EgIQONy45q"
1340,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/ZGXxmK63Ty https://t.co/JKGYQcemKn"
1341,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? - https://t.co/yBtopgN4Sk #winknews https://t.co/Ft2QIILWoZ"
1342,"Retweeted GMOGONE (@GMOGONE):  Tell the FDA What You Fear More: Zika, or GMO Mosquitoes? - ABC News -... https://t.co/URvsKFT1EO"
1343,"Protect Yourself!: Zika Virus Prevention, Symptoms and Treatment Guide by Chris Baird https://t.co/HslKPPuGF1"
1344,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/NUO0kf1qrB"
1345,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: MIAMI — What are you more afraid of... https://t.co/uVuKPUByPM #st petersburg"
1346,Killed the 1st mosquito of the season. I'm now doomsday prepping for zika.
1347,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? - Wink News https://t.co/969YMQZqLL"
1348,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/sVtFPgSTQL https://t.co/36Mm8OSIfK"
1349,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/xjjpLhutyU"
1350,"Retweeted Joeygiggles (@RSDparents):  Science Info #JGF Tell the FDA what you fear more: Zika, or GMO mosquitoes?... https://t.co/8KrveQCrSB"
1351,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? - WTOP News https://t.co/w07NhaxTD1"
1352,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: What are you more afraid of, the Zika virus,... https://t.co/P5cN47gS9q (FOX)"
1353,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?  #health"
1354,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? - Fox News https://t.co/HfecXSsezD #zikavirus #zikv"
1355,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/bi5nzgu39d #miami https://t.co/wbaXHlQplC"
1356,"Get the details on PA's new plan to target Zika virus, mosquitoes in AM Newsbreak: https://t.co/cyURPRUYnw https://t.co/XEklOLykGS"
1357,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?"
1358,"Tell the FDA what you fear more: Zika, or GMO mosquitoes?: What are you more afraid of, the Zika virus, or ge... https://t.co/oXAI9g1KbZ"
1359,Check out Skin So Soft Bug Guard Plus IR3535® Expedition™ SPF 28 Aerosol Spray via @AvonInsider https://t.co/saNjusMPhv #zikavirus #zika
1360,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? https://t.co/BHg8zGUp22"
1361,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? #Miami https://t.co/0TGRlHqlMP https://t.co/oCUz1nadiZ"
1362,"Tell the #FDA which you fear more: Zika, or GMO mosquitoes? https://t.co/wYr3emISHr #biotech @MailOnline https://t.co/CSL9LZoX7H"
1363,"Tell the FDA what you fear more: Zika, or GMO mosquitoes? via @InquisitionNews #zikv https://t.co/6wTBXoddNo https://t.co/o14kHKxnrL"
