,tweets_VBZ
1214,"Protect yourself from #Zika. Prevent mosquito bites: cover up, avoid standing water &amp; use repellent. Visit @CDCgov https://t.co/AQAZ20uoyK"
1215,stlouiscomputertechs Four people in Florida likely contracted Zika from US mosquitoes: Florida health officia... https://t.co/gjXuCXLcWP
1216,Protect yourself from mosquitoes carrying #Zika. Use repellent &amp; eliminate breeding grounds: https://t.co/s182Ra6Gg9 https://t.co/2WbGC1GlsV
1217,Try not to get bit by any mosquitos today people. #Zika
1218,Help your kids learn how to protect themselves from #mosquito bites with the CDC’s #Zika activity book- https://t.co/KvmcBzuEH4
1219,Check out the best rated Zika repellents here! #VA https://t.co/MmD1uSXGc8 https://t.co/d1WwQ39Zr0
1220,Wonder what Disney may do to mitigate #Zika risk on property if/when it becomes an issue in Orlando. Do they spray for mosquitoes now?
1221,Is there really no other way to discuss Zika than these close ups of mosquitos? I see fifty a day.  https://t.co/b5DyXngeTX
1222,CHECK THIS OUT!!!! BEST BUG SPRAY FOR FIGHTING ZIKA!!! https://t.co/9YuJzqnJbb
1223,Protect yourself from mosquito borne diseases! #Zika https://t.co/f9klXTdzlL
1224,Make your own! 5 Homemade Mosquito Repellents https://t.co/WNMYU4NbZc via @Survival_atHome #zika
1225,Get out the bug spray! Shelby County Health Dept. confirms 3rd Zika virus case. https://t.co/NImcX1AqZz https://t.co/n8qAKpoQ6f
1226,Keep Mosquitoes (and Zika) Away with Natrapel! https://t.co/I7Jgkh0VOj
1227,"'When a mosquito bites a person with zika, the mosquito contracts it, then infects other people' Lord have mercy"
1228,Take a look at how we catch mosquitoes. #Zika #WestNile https://t.co/mTlXBEVhfP
1229,@johnandkenshow *man goes abroad and gets Zika *man comes back to US *man gets bit by US mosquito *US mosquitos have Zika now
1230,@Valerie_Hoff  Love to talk w/you about community mosquito education! #Zika #microcephaly dtouwsma@mosquitonix.com https://t.co/X3wH4nayrH
1231,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
1232,Is this Zika spray killing mosquitoes or bees...they do realize that we need the bees for survival....
1233,Is there any way to know ahead of time if your area is going to get sprayed for Zika? I would like to be gone for a… https://t.co/q6inS9NuMu
1234,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hxfGN
1235,Is there any way to know ahead of time if your area is going to get sprayed for Zika? I would like to be gone for a… https://t.co/BT8p217rA7
1236,Get yourself protected from Zika Outbreak in Singapore. Short term mosquito control package available.  Call us... https://t.co/fZmS9AxsQQ
1237,hahah my friend pissed with the mosquitoes that brings zica. 😂 lmao https://t.co/VsJ8C8RLA1
1238,@ClimateHour OurFoodSupplyIsAtRisk PollinatorsAreDyingFrom spraying4 #Zika https://t.co/3q5JMfe3XQ ToxicWorld https://t.co/f3hYA0dwWM
1239,does anyone else feel like zika is the end of everything bc like mosquitoes are everywhere like ok bye let's all hide under idk bye
1240,Save the bees! Stop the NALED spraying for Zika. 3 million bees died in South Carolina. #STOPNALED  https://t.co/ARbW8LETob
1241,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
1242,"Correct me if i'm wrong.Zika is spread thru aedes. Even if u run to another country, mosquito can fly. It can go anywhere by itself.Ke tak?🤔"
1243,"Protect yourself from #Zika. Drain standing water, keep windows shut, and use repellent. https://t.co/chgbdCa5AN https://t.co/wwH1eTlmrS"
1244,Reduce your chance of getting bitten by Zika-bearing species of mosquitoes with these simple maintenance steps: https://t.co/yVcScLNWlQ
1245,Stop This #HRC Govt Spraying Banned Pesticide to Fight Non-Existent Zika Threat Just Killed Millions of Bees https://t.co/QvKTS6nksq
1246,Protect yourself from mosquito bites - and the #Zika virus. 10 easy ways to stay safe. https://t.co/gn6pWfwrvs https://t.co/pCYZb5n01o
1247,Is the #US taking the #Zika #virus serious enough? What do you think?  #health #danger #Florida #mosquitos #pregnancy #microcephaly
1248,Keep spraying and kill all the bees good move @B911Weather: WHO: Zika virus is spreading and (cont) https://t.co/aRKE9omSra
1249,Is #Miami Republican? They are spraying death chemicals all over that place. Zika travel ban? I'm thinking cancer travel ban🛬
1250,"Let me tell you about the next #SuperBowl city #HoustonTX. They spent $260,000.00 for 4 Showers in City Hall. But no #Zika spraying? ATAB!"
1251,See which sections of eastern Queens will be sprayed against the Zika threat tonight - ... -  https://t.co/zS2GfW1miP #fb
1252,See which sections of eastern Queens will be sprayed against the Zika threat tonight - https://t.co/VnUofTiR4J https://t.co/KARc6E3x91
1253,See which sections of eastern Queens will be sprayed against the Zika threat tonight - https://t.co/Ac0ZvSR4mC https://t.co/UNHig7beSU
1254,go : Aerial Spraying for Zika Virus Begins in Miami Beach https://t.co/n7cOM46Cxi #health
1255,See which sections of eastern Queens will be sprayed against the Zika threat tonight - QNS… https://t.co/Y8eL1r81kW
1256,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
1257,See which sections of eastern Queens will be sprayed against the Zika threat tonight – https://t.co/LywzvUDjKb https://t.co/4qXKEkmXNw
1258,See which sections of eastern Queens will be sprayed against the Zika threat tonight – https://t.co/LywzvUDjKb https://t.co/qRGUt3fSU2
1259,Is Spraying for Zika A Health Risk? https://t.co/H61K1q1iIr via @davidperlmutter
1260,Is insecticide sprayed to fight Zika a risk for people and wildlife? https://t.co/MGUz8D8iwp
1261,Love the outdoors even if it's Florida. Got a mosquito bite on each knuckle this a.m. A little Zika with my coffee.
1262,"Is this how we go out? Spraying pesticides to kill zika infecting mosquitos, in the process killing all the bees? ☹️ https://t.co/HvhaRIhX8t"
1263,Protect yourself against mosquito bites and spread of Zika. https://t.co/9gR2kUYWF1 #ZikaPrevention https://t.co/dIwIJbB1fp
1264,"Is information on the insecticides used in aerial sprays available for the public? Safety measures, side effects, etc. #Zika #FL @CDCgov"
1265,Check out @MarchofDimes's resources on #zika &amp; learn how to protect yourself! https://t.co/a1sg5EBrK9 #ZAPzika https://t.co/eAwFBXaONC
1266,Protect your family from #Zika. https://t.co/IwE76Ft72A
1267,Take just 2 teaspoons of bio-mineral water and your entire body is protected.  #RepelZika #Zika #ZikaVirus https://t.co/aWD2FmadzL
1268,Learn how to prevent #Zika and other mosquito-borne illnesses at https://t.co/HBS3yuH0am https://t.co/g3oByWBcmJ
1269,"Do you ever wonder why the gov't isn't putting more money into fighting Zika? Hmm, and yes, the spray will affect the Eco-system &amp; residents"
1270,do your research on Deet and pregnancy - here is a good read  https://t.co/D1bjDJ3aCn #Zika #Zikaprotection #insectrepellent
1271,Live Your Life Worry Free About Zika With This Shirt From ExOfficio That Repels Mosquitoes https://t.co/nhLKqNi3mh
1272,does anybody have any bug spray I can borrow??? im really not trying to get any more Zika bites tonight :))
1273,Is #ZIKA the new sunscreen? So why R We getting sprayed😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐
1274,Enjoy a free webinar from @nehaorg to learn about the mosquito borne Zika virus 3-3-16 from 1-2 pm. @ldchealth https://t.co/E1gOXtK6f0
1275,Reduce your risk of coming down with mosquito-borne ailments. Contact a #pestcontrol expert. https://t.co/PRh0vOw9mQ #zikavirus
1276,Is ZIKA virus linked with GMO Mosquito released by Gates Milinda foundation to prevent Degue mosquitoes?? https://t.co/0Skmr0k4Yp
1277,Protect yourself from the #ZikaVirus by using award winning incognito insect repellent and covering up #US site https://t.co/3FAVyCD48b
1278,Wonder what all that fogging for the Zika mosquito is doing to these little guys? https://t.co/JbzBpyhdCG
1279,Learn about the recommended insect repellents to fight #Zika &amp; other mosquito-borne illnesses from @JGPharmD https://t.co/Fxckz3KaVI
1280,Learn how to protect yourself from Zika during #springbreak MT @CDCtravel Pack smart &amp; bring insect repellent. https://t.co/2qXCqulQNR
1281,Check the latest All Natural Mosquito Repellents in our online store: https://t.co/p1v1dTFdPf / @ShopifyPicks #shopifypicks #Zika Virus
1282,Do you know about the Zika Virus or do you want another reason to hate mosquitoes? This virus is… https://t.co/NwlYlQUnHP
1283,Protect Yourself Against the Zika Virus with Homemade Essential Oil Mosquito Spray https://t.co/Al3S3iP9ru
1284,is a clever — and highly effective — mosquito trap made from the pests' favourite breeding spot. https://t.co/Htmz4KyqDZ
1285,"Protect urself from Zika: If approached by a mosquito, avoid eye contact and stand tall while slowly backing away. https://t.co/tPtH5dVkMc"
1286,Show me racist from Trump's mouth! Ever! You pig!  Have a great night! Use protection! #Zika!  https://t.co/TDRuC6pntH
1287,"Protect Our Rural Water, Stop the Dakota Access Pipeline! https://t.co/f1cU6hQcvP"
1288,"Protect Our Rural Water, Stop the Dakota Access Pipeline! https://t.co/cQ7xlvHjpL"
1289,"Stay away from #DonaldTrump's rallies, he was bitten by an infectious-disease-bearing mosquito! #Zika https://t.co/7dSNcvXZ4k"
1290,Keep in mind ALL #essentialoils can build up as toxic in ur #Liver #doterra #youngliving #bugs #bugspray #zika https://t.co/RY1LqZli7y
1291,Is there zika in San Diego bc I got assaulted by mosquitoes n now I'm scared
1292,Theres a Zika carrying mosquito buzzing around my room rn and I'm trying to sleep. If I wake up with a shrunken cranium I'm gonna be pissed!
1293,"Protect Our Rural Water, Stop the Dakota Access Pipeline! https://t.co/5sYcmBW5vo"
1294,Turns out you can eliminate the Zika virus altogether by flossing. The problem is getting the mosquito to stand still.
1295,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
1296,Learn how to protect yourself | #zika #health #safety @cdcgov #florida https://t.co/gjeblWABfO
1297,Is There A Cure For Zika? Everything You Need To Know About The Mosquito-Borne Disease https://t.co/W4oVBukj0G https://t.co/t9NIC55ISt
1298,Check out these tips on ways to protect yourself from mosquito bites! #ZikaVirus https://t.co/fSourAUxeX
1299,@drshow Grt show. Would like 2 know abt other conditions #Zika leading 2 in adults ie. Epstein-Barr. Isn't evening time mosquitoes bite?
1300,"@drshow Texas is in the heart of the range of the Aedes aegypti  mosquitos, carriers of Zika Virus https://t.co/4ScSKeRucj via @CDCgov"
1301,"@Silvercrone CDC is supporting FL officials, who are working hard to control mosquitoes, search for Zika cases, and stop spread of Zika. 1/3"
1302,@Silvercrone You can help prevent Zika by protecting yourself from mosquito bites https://t.co/usjFz5b8m8 2/3
1303,Protect yourself from Zika by following guidelines issued by FL DOH and the CDC: https://t.co/9RMDaYBjiA
1304,Protect yourself against #Zika with these tips https://t.co/bfWJ8XgpMu
1305,Take precautions against #Zika carrying mosquitoes with this band on Your run @CDCgov @ColemanUSA @SCJohnson https://t.co/7c33RnVgKc
1306,makes it easier for the blind to be sprayed with neurotoxins for 'Zika'  Are you sick of corporate news? Hear the... https://t.co/tZxe2GNwY8
1307,"Wonder how much longer Florida is going to pretend they can stop mosquitos. Louisiana and Texas, you're next. #Zika https://t.co/JjJhOr4jqQ"
1308,@STABshow   Saw no mosquitos HOW DID I GET THE ZIKA?? Drank the pool water  #Rio2016 #Olympics2016 #STAB #STABShow #STAB4Gold #Zika #Haiku
1309,Find out how to protect you and your family against the Zika virus on 8/27 at FIGHT-the-Bite TODAY. Get the details: https://t.co/JLgd9TRp8N
1310,Find out how to protect yourself and your unborn baby from Zika - Learn more here: https://t.co/81p26RAwpg
1311,Is no one curious about the lack of info about @BillGates work on weaponized mosquitoes? Zika? Whut whut?
1312,Learn what the Vector Control Program is doing to protect your health &amp; what you can do to fight the bite! https://t.co/vkQ2yi9R4Z  #Zika
1313,Investigate the goings on over at the @BillGates compound on weaponizing mosquitoes. Sucker sure is quite. Zika?Huh? https://t.co/iyaimC6o31
1314,Get your DEET on (at least 10 %) - or your picaridin - and prevent mosquito bites 'cause it's more than #Zika https://t.co/H6jAPtXbYf
1315,Do you spend time outdoors for your job? Learn how to protect yourself from occupational exposure to the Zika Virus! https://t.co/qq5ZXtJ2Eh
1316,@marklevinshow @pmuldoon21 #ZikaVirus transmitted locally by mosquitoes in west florida! ZIKA SPREADING ALL OVER https://t.co/qQtU252iXF
1317,Is anyone thinking about the impacts a tropical system could have on the #Zika carrying mosquito population in Florida? #florida
1318,"Is the GMO Mosquito Our Savior From the Zika Virus? - By Time Schwab, Food &amp; Water Watch; February 8, 2016 (“The... https://t.co/yE9UFCYepI"
1319,"Is Zika virus a bio-weapon, intentionally released via genetically modified mosquito? What you are not being told... https://t.co/Jgdu5kOlbj"
1320,"Protect yourself from #Zika in #Colombia &amp; #Suriname. Cover exposed skin, sleep indoors or under a bed net, &amp; use insect repellent."
1321,Grab Your Bug Repellant: Zika Virus Poses Serious Health Threat https://t.co/r7D4IZOyt2 https://t.co/UyEfFazpQZ
1322,Grab Your Bug Repellant: Zika Virus Poses Serious Health Threat https://t.co/r7D4IZOyt2 https://t.co/OFiNHSOzFd
1323,Protect Yourself From Zika Virus - Here's The Complete Survival Guide You Need https://t.co/DjfSnwE6YQ via @
1324,Check out what every south Floridian needs to know about mosquitoes and Zika virus https://t.co/a2ZHQtZF9w
1325,Reduce your risk of becoming infected with mosquito-borne viruses such as West Nile and Zika. https://t.co/pVFhmUflzm
1326,"Protect your #kids from Zika, West Nile, and Lyme #health #family #safety https://t.co/6Nqs7WhsC8"
1327,Let people to use ovi traps to decrease mosquito themselves Only authority participation dengue increase up to zika https://t.co/E0RBy5dyME
1328,Protect Yourself From Zika Virus - Here's The Complete Survival Guide You Need https://t.co/y8RS8fCHaH via @
1329,See Jun 25 2016 @frednewspost story: Fort Detrick Sets Traps for #Zika Carrying Mosquitoes | https://t.co/v9bmV1IBq8
1330,Reduce your risk of becoming infected with mosquito-borne viruses such as West Nile and Zika. https://t.co/pVFhmUflzm
1331,See short video on how to use insect repellents to prevent #Zika. #womenshealth #pregnancy https://t.co/3pLLikkLPu
1332,"'Protect?' @SpeakerRyan, is that what you call GOP Congress leaving mothers &amp; babies defenseless against #Zika? https://t.co/kBClg7R7rQ"
